,question,answer,img_id,type
86,có bao nhiêu chiếc máy bay đang bay trên bầu trời trong đội hình,bốn,356097,1
87,những gì nằm trên mặt đất được bao phủ một phần trong bột,trượt tuyết,526133,0
88,hai con ngựa nâu đang ăn gì,bãi cỏ,581929,0
89,màu của xe tải là gì,màu trắng,194676,2
90,có bao nhiêu quả cam đang ngồi trên đầu máy ép trái cây,bốn,153162,1
91,có bao nhiêu chăn thả cừu trên cỏ cao,hai,557907,1
92,màu của gấu là gì,màu xám,2770,2
93,căn phòng lớn được trang trí cho những kỳ nghỉ đông và có những gì,tòa tháp,381699,0
94,bánh xe nóng hỗ trợ những gì trong một triển lãm studio,xe ô tô,349344,0
95,cái nhìn cận cảnh về đêm của ai đó nhìn ở đâu,phòng ngủ,518110,3
96,cái gì đang ngồi trên một cái bàn nhỏ,lọ cắm hoa,375078,0
97,có bao nhiêu con hươu cao cổ đang gặm cỏ trên cây với cánh đồng cỏ bên dưới,hai,493161,1
98,con ngựa vẽ những gì đi trên một cánh đồng,xe tải,532994,0
99,có bao nhiêu người đang ném đĩa ném cho một người khác ở phía trước của một số cái cây,một,229935,1
100,con chó nâu và trắng đen mặc những gì,áo khoác,392818,0
101,những gì trên hồ khi một cơn bão đến gần,con thuyền,513507,0
102,kem sô cô la được lấp đầy là gì và sắp được ăn,donut,445695,0
103,cái gì đang ngồi trên cỏ,gấu,373810,0
104,người đang nằm ở đâu,giường,11091,3
105,những gì được hiển thị trên bảng,chuột,443723,0
106,ba người tìm kiếm gì khi ngồi ở bàn,điện thoại,537270,0
107,con gấu đang ngồi ở đâu,cái ghế,479331,3
108,có bao nhiêu con gấu nâu đang nằm trên một tảng đá và một con gấu khác đang đi dạo,một,295370,1
109,màu sắc của boong tàu là gì,màu đỏ,501867,2
110,màu của vỏ là gì,màu tía,308470,2
111,có bao nhiêu người lớn tuổi đang ngồi trên băng ghế trong khi ăn thức ăn,ba,73278,1
112,những gì đang được kiểm tra bởi cơ học máy bay trong một sân bay,máy bay,550055,0
113,màu của tòa án là gì,màu tía,457207,2
114,cái gì bên cạnh ngọn nến trên bàn,lọ cắm hoa,376365,0
115,người thả gì,diều,470658,0
116,có bao nhiêu con bò đứng trên đồng cỏ xanh tươi,hai,421502,1
117,hai con cái đang cầm cái gì mà cắn một miếng,donut,341973,0
118,người đàn ông chuẩn bị đồ ăn ở đâu,phòng bếp,129563,3
119,màu của diều là gì,màu đỏ,114080,2
120,"chuối nướng, bánh mì nướng ở đâu",lò vi sóng,72629,3
121,màu của giấc ngủ là gì,màu nâu,120846,2
122,bông hoa rực rỡ treo ở đâu,lọ cắm hoa,414686,3
123,người đàn ông đang giữ một dấu hiệu dừng lại ở đâu,áo vest,429207,3
124,những gì bên ngoài vào giữa mùa đông,con cừu,381786,0
125,những gì đang ngồi trên cỏ dưới gốc cây,con bò,452772,0
126,có bao nhiêu người đàn ông đang ngồi trên một chiếc ghế dài trong công viên,hai,360179,1
127,màu của dấu hiệu là gì,màu đỏ,315232,2
128,màu của áo là gì,màu trắng,171585,2
129,cây kế tím ở đâu,cái nồi,196473,3
130,có bao nhiêu chàng trai đang đi dạo trên bãi biển với ván lướt sóng của họ,bốn,462401,1
131,màu của cà vạt là gì,màu đen,538281,2
132,có bao nhiêu bồn cầu tiểu trên tường trong phòng tắm,bốn,378710,1
133,màu của trượt tuyết là gì,màu đen,544373,2
134,màu của áo là gì,màu cam,426400,2
135,ngồi và chờ đợi những gì hành khách,máy bay,409052,0
136,anh chàng đang làm việc ở đâu,phòng,74924,3
137,màu sắc của bông hoa là gì,màu tía,575469,2
138,có bao nhiêu người đàn ông đang chuẩn bị thức ăn trong nhà bếp kim loại chuyên nghiệp,ba,525180,1
139,con gì đang quay đầu trên thảo nguyên với cây cối ở phía sau,hươu cao cổ,572935,0
140,có bao nhiêu lát bánh pizza phô mai với một cái nĩa và một con dao,tám,357229,1
141,có bao nhiêu con hươu cao cổ trong tự nhiên trên một cánh đồng cỏ,hai,163104,1
142,những gì ăn một số thực phẩm ở cuối đường hầm,con ngựa,514690,0
143,những gì đã làm du lịch bến cảng với những chiếc thuyền khác,con thuyền,455040,0
144,cặp vợ chồng đang chơi trò chơi điện tử ở đâu,phòng,366897,3
145,người đàn ông đang ngồi ở đâu,con thuyền,45994,3
146,những gì đang đi trên mặt đất,con chim,476190,0
147,có bao nhiêu cậu bé trên giường với một tủ sách ở giữa họ,hai,46433,1
148,màu sắc của chiếc váy là gì,màu tía,177840,2
149,người đàn ông tạo dáng ở đâu,phòng ngủ,221156,3
150,người phụ nữ nằm ở đâu,giường,427946,3
151,màu của con mèo là gì,màu xám,578072,2
152,có bao nhiêu cảnh sát trên lưng ngựa đứng trên đường phố,bốn,431876,1
153,tàu cao tốc đi chậm ở đâu,trạm,29253,3
154,màu sắc của quần áo là gì,màu cam,565081,2
155,người đàn ông đang nằm ở đâu,giường,532775,3
156,có bao nhiêu con ngựa vằn gặm cỏ trên cây bụi trong tự nhiên,một,45535,1
157,màn hình nào ngồi phía trên bàn phím,máy vi tính,366225,0
158,những gì đang ngồi bên cạnh lò sưởi trong nhà của người nào đó,cái ghế,349321,0
159,người chơi tennis đánh cái gì,quả bóng,529539,0
160,chuyến tàu đi lại bị tuyết bao phủ là gì,đường ray,444879,0
161,màu của gấu bông là gì,màu tía,368811,2
162,màu của ghế là gì,màu xanh dương,49062,2
163,người phụ nữ đang làm việc ở đâu,phòng bếp,391213,3
164,màu của sàn là gì,màu nâu,267552,2
165,"những gì chứa thịt phủ với nước sốt, bí đao, khoai tây nghiền và bông cải xanh",đĩa ăn,452931,0
166,những gì nằm bên cạnh một chiếc bánh pizza chưa nấu chín,pizza,408906,0
167,mèo con nhỏ bé trông buồn đang ở đâu,chậu,209747,3
168,màu của con ngựa là gì,màu nâu,365536,2
169,màu của xe tải là gì,màu đen,227484,2
170,cái gì đang nằm trong chốt,con bò,376358,0
171,những gì màn hình ngồi trên đầu bàn cạnh một chai nước đỏ,máy vi tính,450391,0
172,những gì được bao phủ bởi các loại rượu vang,cái kệ,521357,0
173,màu của căn phòng là gì,màu xanh lá,441058,2
174,màu của con mèo là gì,màu xám,411485,2
175,xe đẩy màu đỏ ở đâu,trạm,542338,3
176,những gì cao chót vót trên thành phố london,đồng hồ,528578,0
177,cắt đang ngồi trên đĩa là gì,sandwich,417608,0
178,màn hoa và khăn trải giường ở đâu,phòng,165410,3
179,màu của xe buýt là gì,màu vàng,119449,2
180,ba người thả những gì với ba khuôn mặt cười trên đó,diều,517793,0
181,"bốn người đàn ông cắt những gì có tiêu đề, `` malaysia 2013, '' với hoa kỳ và cờ malaysia.",bánh,421955,0
182,cô gái trẻ nhỏ đang đi đâu bên cạnh một cái cây,con ngựa,400950,0
183,cái gì liếm tai của một con bò nâu khác,con bò,475423,0
184,những gì đang di chuyển trên đường ray,xe điện ngầm,565996,0
185,những gì mặc trong trang phục ngày lễ,gấu,475330,0
186,những gì đang đi xung quanh cây bút của họ tại sở thú,hươu cao cổ,547858,0
187,màu của mái nhà là gì,màu xanh lá,169845,2
188,màu sắc của cực là gì,màu xanh dương,305323,2
189,màu của vòi nước là gì,màu trắng,304065,2
190,năm người đàn ông cưỡi những gì trên đường phố,xe đạp,534827,0
191,màu sắc của chiếc váy là gì,màu xanh dương,443727,2
192,nơi người đàn ông đang đi ra ngoài và chào ai đó là gì,tòa nhà,572900,0
193,có bao nhiêu con hươu cao cổ đang ở trong một cái bao vây dưới một số cây,ba,98326,1
194,con mèo mịn đẻ ở đâu,vali,85131,3
195,màu của áo khoác là gì,màu cam,552813,2
196,có bao nhiêu chiếc xe máy đậu trong món tráng miệng,ba,259316,1
197,những gì đang đứng cạnh nhau bởi những cái cây,hươu cao cổ,344059,0
198,những gì đứng cạnh cực với một số tảng đá trên mặt đất,hươu cao cổ,454854,0
199,màu của bình hoa là gì,màu vàng,354955,2
200,có bao nhiêu con bò được xếp hàng trong khi,bảy,485185,1
201,giường ngủ gọn gàng ở đâu,phòng ngủ,484123,3
202,con mèo đang trèo lên đâu,tủ lạnh,242210,3
203,"những gì bao gồm salad, nước, rau và đồ nhúng",bữa ăn,487159,0
204,những gì đỗ trên đường phố với các dấu hiệu dừng đánh giá xung quanh,xe cộ,433904,0
205,màu của con chó là gì,màu nâu,507397,2
206,những gì đang đi qua một số cỏ,bắp chân,482667,0
207,màu sắc của một,màu nâu,542814,2
208,những gì đang được vận hành trên một đường ray xe lửa với cây trong nền,tàu hỏa,346107,0
209,một cái bàn ở đâu,phòng,93246,3
210,một số quả táo xanh đang ở đâu,cái rổ,24877,3
211,màu của dĩa nhựa là gì,màu tía,206636,2
212,con lừa vẽ gì khi chở hai người,xe,359925,0
213,những gì trải dài trên ghế đệm đầy màu sắc,con mèo,546622,0
214,màu của vest là gì,màu cam,357208,2
215,màu của mặt phẳng là gì,màu xanh dương,521894,2
216,hoa ngồi gần bồn rửa ở đâu,lọ cắm hoa,348528,3
217,có bao nhiêu con voi ở một cái ao ở vùng khô hạn uống nước,ba,61564,1
218,người đàn ông ở đâu trong một đầu bếp đồng phục chuẩn bị thức ăn,phòng bếp,123539,3
219,những gì ngồi trên bồn rửa,bàn chải,403863,0
220,những gì đỗ ở bên đường,xe máy,385428,0
221,những gì đỗ bên cạnh băng ghế trên đường phố,xe ô tô,456884,0
222,điều gì đang lái xe trong giao thông xuống một con đường,xe buýt,439173,0
223,gấu bông được để ở đâu,toa xe,186997,3
224,những gì đang cày đất như một người đàn ông chỉ đạo họ,con ngựa,560880,0
225,con mèo nằm ở đâu,vali,35774,3
226,màu của cà vạt là gì,màu đỏ,50817,2
227,những gì nghỉ ngơi bên cửa với một chiếc ô,con mèo,493074,0
228,có bao nhiêu ly rượu trên tờ giấy ghi tên rượu,sáu,339681,1
229,có bao nhiêu con hươu cao cổ đứng giữa cây và chải,bốn,152253,1
230,gấu đồ chơi nhồi bông ở đâu,cái ghế,252457,3
231,những gì ở nửa trong và nửa ra khỏi nhà kho,động cơ,372794,0
232,có bao nhiêu đứa trẻ đang theo đuổi quả bóng đá,ba,500390,1
233,cặp vợ chồng đang cưỡi ngựa là gì,xe máy,540806,0
234,con đường nào đi dọc theo sườn đồi đá,đường sắt,508996,0
235,màu của con mèo là gì,màu xám,94444,2
236,có bao nhiêu người đứng bên bức tường xanh tươi,hai,44637,1
237,pizza pepperoni vỏ mỏng ở đâu,hộp,460830,3
238,có bao nhiêu khay nhỏ với một chiếc bánh rán và các món ăn khác,bốn,25955,1
239,cô gái đi bên cạnh một cái cây là gì,con ngựa,400950,0
240,những gì bao phủ trong rỉ sét trong bếp,tủ đông,482514,0
241,cái gì đã thiết lập với chiếc xe đạp,cái lều,337561,0
242,những gì đỗ trên đường phố,xe ô tô,472598,0
243,có bao nhiêu con voi xám đứng cạnh nhau trên một con đường,hai,270402,1
244,cái gì trên sàn trong một căn phòng,cái túi,343229,0
245,có bao nhiêu con voi xám trong đó có một con chim trắng trên đầu,hai,64309,1
246,"những gì được hiển thị gần, khi hai người đi bộ trong nền",chim bồ câu,542205,0
247,hai người đàn ông đang chơi một trò chơi ở đâu,phòng,544850,3
248,màu của xe máy là gì,màu đen,473014,2
249,người đàn ông đang mặc một bộ đồ và cà vạt đứng ở đâu,phòng,111311,3
250,nhà bếp sạch sẽ và ánh sáng đến từ đâu,cửa sổ,245857,3
251,người đàn ông đeo kính bảo hộ và áo khoác đỏ cưỡi trên mặt nước là gì,trượt tuyết,351793,0
252,người chơi bóng chày chuyên nghiệp cầm những gì,gậy,404923,0
253,màu của xe đạp là gì,màu cam,35145,2
254,những gì đang giữ với những rắc màu vẫn còn trong cốc giấy,cupcake,455448,0
255,cái gì đang nhìn khá có ý nghĩa với máy ảnh,bò đực,472648,0
256,có bao nhiêu chiếc máy bay trong một đội hình tam giác đang bay trên bầu trời,sáu,292639,1
257,cái gì đang tổ chức bữa trưa ngon lành,món ăn,368581,0
258,cái gì có vòi hoa sen và nhà vệ sinh,phòng tắm,581863,0
259,có bao nhiêu loại điện thoại di động khác nhau và một bộ sạc,hai,197068,1
260,những gì đang đứng trong đám cỏ cao và bụi rậm,ngựa rằn,569674,0
261,nơi người đàn ông đang đi trượt tuyết gọi  là gì,đồi,579192,0
262,màu của con ngựa là gì,màu đen,131833,2
263,hai đứa trẻ đang ngồi trên nhà vệ sinh ở đâu,phòng tắm,66514,3
264,hai đứa trẻ chuẩn bị ăn một bữa ở đâu,phòng,488373,3
265,những gì nằm trong ly nước,bông hoa,576483,0
266,nhiều bàn và băng ghế ngồi đặt ở đâu,phòng,147551,3
267,màu của vòi nước là gì,màu vàng,173688,2
268,người đàn ông đeo kính ngồi trên ghế với một viên sô cô la bị mờ trên tay là gì,donut,357385,0
269,người đang giữ gì vậy,donut,468866,0
270,có bao nhiêu người đi dã ngoại vào mùa đông,bốn,152431,1
271,những gì đang nằm trên sàn nhà bếp bằng hành lý,con chó,471521,0
272,cái gì trong đĩa và bát,chén đĩa,346138,0
273,màu của lò vi sóng là gì,màu đen,541004,2
274,những gì bên cạnh ví đang ngồi trên bàn,điện thoại,384335,0
275,màu của gấu là gì,màu nâu,222122,2
276,"người đàn ông đeo bao nhiêu chiếc cà vạt khác nhau, ngồi trên một chiếc ghế dài",ba,437632,1
277,có bao nhiêu người đang ở trong nhà bếp,ba,410319,1
278,những gì nằm bên ngoài một ngôi nhà,nhà vệ sinh,374984,0
279,màu của lá là gì,màu xanh lá,332723,2
280,những gì đang di chuyển bên cạnh một con đường nước trên đường ray xe lửa,tàu hỏa,472881,0
281,điều gì đang xảy ra trên đường ray,tàu hỏa,338986,0
282,màu của lông là gì,màu đen,131731,2
283,đầy những chai thủy tinh đủ màu,tủ lạnh,335085,0
284,màu của quả táo là gì,màu vàng,282583,2
285,màu của vòi nước là gì,màu đỏ,215776,2
286,có bao nhiêu người đi bộ trong tuyết với cột trượt tuyết và ba lô,sáu,505455,1
287,những gì đang được chăn thả trên bãi cỏ xanh,con cừu,575403,0
288,cái gì mà chục chiếc bánh rán ngồi trong hộp bánh rán,sô cô la,377814,0
289,người đàn ông mặc gì và đứng cạnh tàu,bộ đồ,461802,0
290,con mèo xiêm ngồi trên giường phản chiếu ở đâu,gương,43851,3
291,cậu bé đang đọc một cuốn sách ở đâu,giường,220571,3
292,con chó ngồi ở đâu,giường,429309,3
293,những gì được trang trí với hoa và cờ trên đó,bánh,461378,0
294,ba người đàn ông đang làm việc và thu thập chuối ở đâu,cửa tiệm,283329,3
295,màu của cà vạt là gì,màu đỏ,102281,2
296,những gì kéo lên đến nhà ga trong một thành phố,tàu hỏa,452461,0
297,có bao nhiêu bánh rán trên một khăn ăn bên cạnh một túi mở,ba,558641,1
298,khay đựng gì với khoai tây và bánh hạnh nhân,đĩa ăn,549882,0
299,những gì đang đi trong bụi bẩn,ngựa rằn,447194,0
300,màu của cái bát là gì,màu trắng,38134,2
301,những gì đã kéo với một bên của đậu nướng,sandwich,479858,0
302,có bao nhiêu thanh niên với hành lý trên tàu,năm,242744,1
303,những gì được lót bằng mặt đá cho thấy một người đàn ông và một phụ nữ,đường bộ,349437,0
304,những gì đỗ và người đàn ông đứng cạnh một trong số đó,xe máy,531735,0
305,màu của con voi là gì,màu xám,344672,2
306,trên bàn có bao nhiêu xúc xích ngập trong lớp phủ cùng với khoai tây chiên phô mai,năm,273887,1
307,những gì đang trôi nổi trên mặt nước tại công viên,con vịt,460972,0
308,ba người phụ nữ mặc những gì tại một sự kiện trà lạ mắt,mũ,536654,0
309,có bao nhiêu lọ thủy tinh và ba bông hoa trắng và bóng của chúng,ba,234452,1
310,người lướt sóng có bao nhiêu dấu hiệu khi vác ván xuống nước,mười,349846,1
311,màu sắc của bông hoa là gì,màu vàng,367188,2
312,cái gì ở trên đĩa,sandwich,354527,0
313,màu sắc của đi bộ là gì,màu nâu,204806,2
314,màu của nước ép là gì,màu cam,357810,2
315,cốc bàn chải đánh răng được phản chiếu ở đâu,gương,513744,3
316,nhóm người đang ngồi ở đâu,sân,71339,3
317,nhóm người có ô có ở đâu,đường bộ,39040,3
318,những gì được gắn bởi bến tàu lớn,con thuyền,418700,0
319,bao nhiêu thanh niên chen chúc trong phòng tắm đang vui vẻ đánh răng,bốn,207467,1
320,ba người đang chơi một trò chơi video ở đâu,phòng,497049,3
321,màu của xe buýt là gì,màu vàng,358781,2
322,những gì ở làn đường bên trái của giao thông,xe ô tô,581887,0
323,những gì chất đống với đống hành lý rất cao,xe đẩy,374352,0
324,người đàn ông ăn mặc và ăn mặc đẹp ở đâu,phòng,530901,3
325,người đàn ông phản chiếu ở đâu,gương,52611,3
326,màu của con chó là gì,màu nâu,318467,2
327,"những gì đứng, bị che khuất một phần bởi cây",con voi,534151,0
328,những gì đậu bên dưới vô số đồng hồ,con chim,526756,0
329,những gì các cặp vợ chồng cưỡi trên đường,xe máy,503790,0
330,những gì gặm cỏ trên cánh đồng với cây và cỏ,ngựa vằn,544071,0
331,cừu nằm ở đâu trên giường rơm,rào chắn,491958,3
332,có bao nhiêu người lớn ngồi quanh bàn dùng bữa với ba đứa trẻ,bốn,106567,1
333,con chó nâu đang nằm ở đâu,cái ghế,411208,3
334,người đàn ông chuẩn bị pizza ở đâu,lò vi sóng,233877,3
335,tháp đồng hồ cao đằng sau lớp tuyết bao phủ đã làm gì,cây,343599,0
336,nhiều bánh rán khác nhau ở đâu,hộp,425063,3
337,có bao nhiêu phụ nữ đang cùng nhau cưỡi ngựa,bốn,530629,1
338,người cưỡi những gì đi xuống một bến tàu lúc hoàng hôn,xe đạp,556205,0
339,có bao nhiêu đứa trẻ chơi bóng chày ở sân sau,hai,471073,1
340,những gì đang dựa vào cột gỗ,xe đạp,453138,0
341,"người phụ nữ trông có vẻ không quan hệ như vậy, túi bông cải xanh lớn, cô đang giữ",cửa hàng,202168,3
342,người đàn ông ở đâu trong khi mọi người xem anh ta,lồng,214852,3
343,cái gì đậu trên cỏ,xe tải,360064,0
344,màu của chiếc tàu là gì,màu đen,212712,2
345,nhiều những gì đang ngồi trên đỉnh của một quầy gỗ bên cạnh đám đông người,pizza,416335,0
346,có bao nhiêu con gấu bông nhỏ với cái đầu to nằm trên chiếc khăn trải bàn ca rô màu hồng và trắng,ba,154650,1
347,những gì đỗ ở một kho tàu ngoài trời,xe lửa,411866,0
348,người đang chờ tàu ở đâu,trạm,189798,3
349,màu của bàn chải đánh răng là gì,màu xanh lá,20030,2
350,có bao nhiêu con ngựa vằn đứng cùng nhau trong cánh đồng cỏ,ba,504635,1
351,màu của băng ghế là gì,màu đỏ,4571,2
352,những gì di chuyển gần ngã tư giáp với cây,xe ô tô,581887,0
353,những gì ngồi trong phòng này,giường,551154,0
354,cô gái trẻ và em trai của cô ấy đã đánh răng ở đâu,phòng tắm,25237,3
355,mọi người đang chờ trong tuyết ở đâu,trượt tuyết,348047,3
356,cái gì bên cạnh cây,băng ghế,437514,0
357,những gì được hình dung trong bóng tối,dấu hiệu,334642,0
358,hai người phụ nữ đang ở đâu,phòng bếp,320875,3
359,người đàn ông hướng dẫn cách chơi quần vợt có bao nhiêu đứa trẻ,năm,363560,1
360,màu của bầu trời là gì,màu xanh dương,411849,2
361,"xe buýt, xe hơi và xe máy ở đâu",đường phố,283170,3
362,cái gì đang đậu bên cạnh nhà hàng,xe tải,577223,0
363,những gì cho thấy những cái đầu bông cải xanh và mầm brussels nằm trên đỉnh,mặt,456377,0
364,có bao nhiêu chàng trai đang đi dạo trên bãi biển mang theo ván lướt sóng của họ,hai,10445,1
365,màu sắc của bông hoa là gì,màu trắng,421059,2
366,người phụ nữ cưỡi những gì giữ một chiếc ô,xe đạp,407225,0
367,những gì chọc vào chân của nó tại một tấm gương và nhìn vào sự phản chiếu của nó,con mèo,411665,0
368,màu của băng ghế là gì,màu đỏ,189330,2
369,những gì với giường đôi như một chiếc ghế hoa hồng,phòng,384375,0
370,có bao nhiêu người đang chơi tennis,ba,349960,1
371,có bao nhiêu người đứng cạnh nhau và mỉm cười khi mặc áo vét đen,bốn,477836,1
372,màu của chiếc thẻ là gì,màu vàng,139618,2
373,màu của con ngựa là gì,màu nâu,398952,2
374,những gì đứng trên một bước ngoài một cánh cửa mở như một con bò khác đứng phía sau,con bò,509750,0
375,có gì kéo vào nhà ga,tàu hỏa,530261,0
376,bó hoa hồng được đặt ở đâu,lọ cắm hoa,510034,3
377,con mèo đang nằm ở đâu,cái túi,64423,3
378,con hươu cao cổ đã chết ở đâu,bảo tàng,255937,3
379,người cầm thứ làm từ miếng cà rốt,điêu khắc,442301,0
380,xe cứu hỏa đậu ở đâu,trạm,213366,3
381,gương và đá granit bao quanh những gì với xà phòng và khăn tắm,bồn tắm,507274,0
382,màu của xe là gì,màu xanh dương,568143,2
383,những gì đỗ ở vị trí đứng yên,máy bay,497568,0
384,người đàn ông đứng ở đâu trước một con vật lông trắng,áo vest,55447,3
385,cậu bé đang cưỡi một bảng trượt băng ở đâu,tòa nhà,381509,3
386,hai người giữ những gì,chiếc ô,529215,0
387,nhóm người làm việc ở đâu,phòng bếp,66231,3
388,con mèo đang ngồi ở đâu,cây,127809,3
389,màu của mũ bảo hiểm là gì,màu đỏ,270524,2
390,con chó lớn cuộn tròn ở đâu,giường,168769,3
391,một vài con chó con ngủ trưa ở đâu,giường,340598,3
392,màu của quần ngắn là gì,màu đen,201209,2
393,con gấu nào đang ăn thứ gì đó trong vòng vây,gấu trúc,490720,0
394,"cậu bé mặc gì, và giải trí bàn với người ồn ào của mình",nón,389206,0
395,cái gì đang chở chiếc thuyền nhỏ,xe tải,496845,0
396,người phụ nữ nuôi hai con cừu ở đâu,chuồng,26356,3
397,cái gì mang theo số lượng lớn các mặt hàng và một vài người,xe tải,372938,0
398,tuyết đã bao phủ trong những ngọn núi là gì,băng ghế,455044,0
